"hospital_clave","hospital_nombre","categoria","uid","clave","descripcion","stock","minimo","fecha","dias_restantes","observaciones","color","manual","saved_at"
"VZIM004710","Hospital de la Comunidad de Tempoal","material","uid-1779909391676-yw5lq7","S/C","APLICADORES MULTIPROPÓSITO (MICROBRUSH) CON PUNTAS DE FIBRA NO ABSORBENTE Y CUELLO FLEXIBLE. TAMAÑO: FINO, SUPERFINO O REGULAR.",1,NULL,"2028-07-31",796,"","#E8F9F0",False,"2026-05-27 19:16:45.136709"
"VZIM004710","Hospital de la Comunidad de Tempoal","material","uid-1779909391676-k880ct","","RESINA FOTOPOLIMERIZABLE PARA RESTAURACION DENTAL",1,NULL,"2028-07-31",796,"","#E8F9F0",False,"2026-05-27 19:16:45.136709"
"VZIM004710","Hospital de la Comunidad de Tempoal","material","uid-1779909391676-yw23w2","","CUCHARILLA PARA APLICACION TOPICA DE FLUOR EN GEL DE VINIL ATOXICO DESECHABLE",20,NULL,"2028-10-20",877,"","#E8F9F0",False,"2026-05-27 19:16:45.136709"
"VZIM004710","Hospital de la Comunidad de Tempoal","material","uid-1779909391676-qovxw0","","APLICADOR DE PLASTICO DESECHABLE PARA BARNICES U OTRAS SOLUCIONES",5,NULL,"2029-03-31",1039,"","#E8F9F0",False,"2026-05-27 19:16:45.136709"
"VZIM004710","Hospital de la Comunidad de Tempoal","material","uid-1779909391676-0864zm","060.040.8058","AGUJAS DENTAL. TIPO CARPULE. DESECHABLE. LONGITUD. 25-42 MM CALIBRE. 27 G TAMAÑO. LARGA.",8,1,"2029-04-04",1043,"","#E8F9F0",False,"2026-05-27 19:16:45.136709"
"VZIM004710","Hospital de la Comunidad de Tempoal","material","uid-1779909391676-edefvg","","CUCHARILLAS PARA APLICACION  TOPICA DE FLUOR  EN GEL DE VINIL ATOXICO DESECHABLE",20,NULL,"2029-04-14",1053,"","#E8F9F0",False,"2026-05-27 19:16:45.136709"
"VZIM004710","Hospital de la Comunidad de Tempoal","material","uid-1779909391676-49ousp","","CUCHARILLA PARA APLICACION TOPICA DE FLUOR EN GEL DE VINIL ATOXICO DESECHABLE",20,NULL,"2030-02-20",1365,"","#E8F9F0",False,"2026-05-27 19:16:45.136709"
"VZIM004710","Hospital de la Comunidad de Tempoal","material","uid-1779909391676-u8tcrw","","APLICADOR DE PLASTICO DESECHABLE  PARA BARNICES U OTRAS SOLUCIONES",1,NULL,"2030-02-20",1365,"","#E8F9F0",False,"2026-05-27 19:16:45.136709"
"VZIM004710","Hospital de la Comunidad de Tempoal","material","uid-1779909391676-znzfhm","060.016.0204","ACEITES. LUBRICANTE PARA PIEZA DE MANO DE BAJA VELOCIDAD. ENVASE CON APLICADOR CON 120 ML.",0,1,"",NULL,"","#FFFFFF",False,"2026-05-27 19:16:45.136709"
"VZIM004710","Hospital de la Comunidad de Tempoal","material","uid-1779909391676-vfztq3","060.016.0253","ACEITES. ACEITE LUBRICANTE PARA TURBINA DE PIEZA DE MANO DE ALTA VELOCIDAD. APLICADOR EN FORMA DE JERINGA. ENVASE CON 2 ML.",0,1,"",NULL,"","#FFFFFF",False,"2026-05-27 19:16:45.136709"
"VZIM004710","Hospital de la Comunidad de Tempoal","material","uid-1779909391676-etmkre","060.031.0072","ADHESIVO. ADHESIVO DENTAL PARA RESINAS DIRECTAS AUTOPOLIMERIZABLE O FOTOPOLIMERIZABLE. FRASCO DE 5 ML.",0,1,"",NULL,"","#FFFFFF",False,"2026-05-27 19:16:45.136709"
"VZIM004710","Hospital de la Comunidad de Tempoal","material","uid-1779909391676-7id6ai","060.797.0019","ALGODONES. PARA USO DENTAL. MEDIDA: 3.8 X 0.8 CM. ENVASE CON 500 ROLLOS.",0,1,"",NULL,"","#FFFFFF",False,"2026-05-27 19:16:45.136709"
"VZIM004710","Hospital de la Comunidad de Tempoal","material","uid-1779909391677-uuad85","S/C","ANTISÉPTICO BUCAL, SOLUCIÓN ELECTROLIZADA CON PH NEUTRO AL 0.0015% (15PPM) DE CL ACTIVO. CADA 100 ML. CONTIENE: IONES ACTIVOS: 7.5 - 9.5 MG. RANGO DE PH DE 6.4 A 7.5. ORP DE 650 A 900 MV",0,1,"",NULL,"","#FFFFFF",False,"2026-05-27 19:16:45.136709"
"VZIM004710","Hospital de la Comunidad de Tempoal","material","uid-1779909391677-lgd4zo","060.066.0401","ANTISÉPTICOS. EUGENOL.",0,1,"",NULL,"","#FFFFFF",False,"2026-05-27 19:16:45.136709"
"VZIM004710","Hospital de la Comunidad de Tempoal","material","uid-1779909391677-t4j6uy","060.082.0104","APLICADORES DE MADERA CON ALGODON",0,NULL,"",NULL,"","#FFFFFF",False,"2026-05-27 19:16:45.136709"
"VZIM004710","Hospital de la Comunidad de Tempoal","material","uid-1779909391677-z7fgl1","060.203.0058","BANDA MATRIZ 5MM",0,NULL,"",NULL,"","#FFFFFF",False,"2026-05-27 19:16:45.136709"
"VZIM004710","Hospital de la Comunidad de Tempoal","material","uid-1779909391677-93pg8i","060.111.0208","BARNICES. DE COPAL. PARA REVESTIMIENTO DE CAVIDADES.",0,0,"",NULL,"","#FFFFFF",False,"2026-05-27 19:16:45.136709"
"VZIM004710","Hospital de la Comunidad de Tempoal","material","uid-1779909391677-5tjttu","S/C","CEMENTO DENTAL. PROTECTOR PULPAR PARA BASE. HIDRÓXIDO DE CALCIO COMPUESTO FOTOPOLIMERIZABLE.",0,NULL,"",NULL,"","#FFFFFF",False,"2026-05-27 19:16:45.136709"
"VZIM004710","Hospital de la Comunidad de Tempoal","material","uid-1779909391677-hcvyqb","S/C","CAMPO DESECHABLE. CUENTA CON DOS CAPAS DE PROTECCIÓN: 1 CAPA DE PAPEL Y UNA DE POLIETILENO. MED. 45 CM X 35 CM, DIFERENTES COLORES",0,1,"",NULL,"","#FFFFFF",False,"2026-05-27 19:16:45.136709"
"VZIM004710","Hospital de la Comunidad de Tempoal","material","uid-1779909391677-8kfo9c","060.189.0015","CEPILLOS. DENTAL, PARA ADULTO, CON MANGO DE PLÁSTICO Y CERDAS RECTAS DE NYLON 6.12, 100 % VIRGEN O POLIÉSTER P.B.T. 100 % VIRGEN, DE PUNTAS REDONDEADAS EN 4 HILERAS, CABEZA CORTA, CONSISTENCIA MEDIANA.",0,300,"",NULL,"","#FFFFFF",False,"2026-05-27 19:16:45.136709"
"VZIM004710","Hospital de la Comunidad de Tempoal","material","uid-1779909391677-1hlll0","060.189.0106","CEPILLOS. DENTAL INFANTIL, CON MANGO DE PLÁSTICO Y CERDAS RECTAS DE NYLON 6.12, 100 % VIRGEN O POLIÉSTER P.B.T. 100 % VIRGEN, DE PUNTAS REDONDEADAS EN 3 HILERAS, CABEZA CORTA, CONSISTENCIA MEDIANA.",2,300,"",NULL,"","#FFFFFF",False,"2026-05-27 19:16:45.136709"
"VZIM004710","Hospital de la Comunidad de Tempoal","material","uid-1779909391677-jzwd59","","PASTA PARA PROFILAXIS DENTAL ABRASIVA",0,NULL,"",NULL,"","#FFFFFF",False,"2026-05-27 19:16:45.136709"
"VZIM004710","Hospital de la Comunidad de Tempoal","material","uid-1779909391677-mza9ot","","COLORANTE REVELADOR DE PLACA  DENTOBACTERIANA TABLETAS SIN SABOR",0,NULL,"",NULL,"","#FFFFFF",False,"2026-05-27 19:16:45.136709"
"VZIM004710","Hospital de la Comunidad de Tempoal","material","uid-1779909391677-pu1mlm","","RESINA FOTOPOLIMERIZABLE PARA RESTAURACION DENTAL JERINGA CON 3.5",0,NULL,"",NULL,"","#FFFFFF",False,"2026-05-27 19:16:45.136709"
"VZIM004710","Hospital de la Comunidad de Tempoal","material","uid-1779909391677-k8ncl7","","SELLADO DE FOSETAS Y FISURAS",0,NULL,"",NULL,"","#FFFFFF",False,"2026-05-27 19:16:45.136709"
"VZIM004710","Hospital de la Comunidad de Tempoal","material","uid-1779909391677-plngfi","","CEPILLO PARA PULIDO DE AMALGAMAS DE COPA",45,NULL,"",NULL,"","#FFFFFF",False,"2026-05-27 19:16:45.136709"
"VZIM004710","Hospital de la Comunidad de Tempoal","material","uid-1779909391677-l7efhv","","ESTUCHE DE GRAPAS METALICAS CON 8 PIEZAS PARA DIENTES ANTERIORES Y POSTERIORES",1,NULL,"",NULL,"","#FFFFFF",False,"2026-05-27 19:16:45.136709"
"VZIM004710","Hospital de la Comunidad de Tempoal","material","uid-1779909391677-ygxd7r","","FRESAS DENTALES PARA PIEZA DE MANO ALTA VELOCIDAD",45,NULL,"",NULL,"","#FFFFFF",False,"2026-05-27 19:16:45.136709"
"VZIM004710","Hospital de la Comunidad de Tempoal","material","uid-1779909391677-mltkjc","","RESTAURADOR EN FORMA DE BLOQUE DE VIDRIO FOTOPOLIMERIZABLE RESISTENTE",0,NULL,"",NULL,"","#FFFFFF",False,"2026-05-27 19:16:45.136709"
"VZIM004710","Hospital de la Comunidad de Tempoal","material","uid-1779909391677-9fe918","","MATERIAL RESTAURATIVO DENTAL  DE TESINA AUTOPOLIMERIZABLE",0,NULL,"",NULL,"","#FFFFFF",False,"2026-05-27 19:16:45.136709"
"VZIM004710","Hospital de la Comunidad de Tempoal","material","uid-1779909391677-pnhgrg","","BENZOCAINA GEL AL 20%",0,NULL,"",NULL,"","#FFFFFF",False,"2026-05-27 19:16:45.136709"
"VZIM004710","Hospital de la Comunidad de Tempoal","material","uid-1779909391677-ed65rv","","VASO DESECHABLES 4 ONZAS",6,NULL,"",NULL,"","#FFFFFF",False,"2026-05-27 19:16:45.136709"
"VZIM004710","Hospital de la Comunidad de Tempoal","material","uid-1779909391677-3e2ybx","","IONOMERO DE VIDRIO PARA RESTAURACION GC FUJI 2",0,NULL,"",NULL,"","#FFFFFF",False,"2026-05-27 19:16:45.136709"
"VZIM004710","Hospital de la Comunidad de Tempoal","material","uid-1779909391677-sev5db","","COPAS PARA PIEZA DE MANO DE HULE SUAVE BLANCO EN FORMA DE CONO  ENVASE CON 12 PIEZAS",0,NULL,"",NULL,"","#FFFFFF",False,"2026-05-27 19:16:45.136709"
"VZIM004710","Hospital de la Comunidad de Tempoal","material","uid-1779909391677-f68x3r","","FRESAS DENTALES  PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD  DE CARBURO, FORMA DE PERA NUM 330",50,NULL,"",NULL,"","#FFFFFF",False,"2026-05-27 19:16:45.136709"
"VZIM004710","Hospital de la Comunidad de Tempoal","material","uid-1779909391677-tkdokk","","FRESA DE CARBURO PARA UTILIZARSE  EN LA PIEZA DE MANO DE ALTA VELOCIDAD FORMA DE PERA NUM. 331",50,NULL,"",NULL,"","#FFFFFF",False,"2026-05-27 19:16:45.136709"
"VZIM004710","Hospital de la Comunidad de Tempoal","material","uid-1779909391677-tyftvg","","FRESA DE CARBURO PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD  DE CARBURO NUM 560",50,NULL,"",NULL,"","#FFFFFF",False,"2026-05-27 19:16:45.136709"
"VZIM004710","Hospital de la Comunidad de Tempoal","material","uid-1779909391677-78x188","","FRESAS DENTALES PARA UTILIZATRSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD  DE CARBURO NUM. 701L",45,NULL,"",NULL,"","#FFFFFF",False,"2026-05-27 19:16:45.136709"
"VZIM004710","Hospital de la Comunidad de Tempoal","material","uid-1779909391677-ficcpi","","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD DE CARBURO, FORMA REDONDA NUM 5",45,NULL,"",NULL,"","#FFFFFF",False,"2026-05-27 19:16:45.136709"
"VZIM004710","Hospital de la Comunidad de Tempoal","material","uid-1779909391677-1ukwq3","","FRESAS ENTALES PARA UTILIZARSE EN LA PIEZA DE MANO  DEE ALTA  VELOCIDAD ED CARBURO  FORMA REDONDA NUM. 5",45,NULL,"",NULL,"","#FFFFFF",False,"2026-05-27 19:16:45.136709"
"VZIM004710","Hospital de la Comunidad de Tempoal","material","uid-1779909391677-urwce5","","FRESAS DENTALES PARA UTILIZARSE  EN LA PIEZA DE MANO NDE ALTA VELOCIDAD  DE CARBURO, FORMA DE CONO INVERTIDO NO.37L",50,NULL,"",NULL,"","#FFFFFF",False,"2026-05-27 19:16:45.136709"
"VZIM004710","Hospital de la Comunidad de Tempoal","material","uid-1779909391677-wb8a6x","","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD  DE CARBURO EN FORMA DE TROCOCONICO NO.701",50,NULL,"",NULL,"","#FFFFFF",False,"2026-05-27 19:16:45.136709"
"VZIM004710","Hospital de la Comunidad de Tempoal","material","uid-1779909391677-nxqvzx","","FRESAS DENTALES PARA UTILIZARSE  EN LA PIEZA E EMANO DE ALTA VELOCIDAD , DE DIAMANTE,  GRANO GRUESO, FORMA DE CONO INVERTIDO NOM. 010",50,NULL,"",NULL,"","#FFFFFF",False,"2026-05-27 19:16:45.136709"
"VZIM004710","Hospital de la Comunidad de Tempoal","material","uid-1779909391677-wbz9nd","","FRESAS DENTALES PARA UTILIZARSE  EN LA PIEZA DE MANO DE ALTA VELOCIDAD  DE DIAMANTE  PARA TERMINACION DE COMPOSITES  FORMA CIULINDRICA NOM. 012",50,NULL,"",NULL,"","#FFFFFF",False,"2026-05-27 19:16:45.136709"
"VZIM004710","Hospital de la Comunidad de Tempoal","material","uid-1779909391677-8gotru","","FRESAS DENTALES PARA UTILIZARSE  EN LA PIEZA DE MANO DE ALTA VELOCIDAD  DE DIAMANTE PARA TERMINACION DE COMPOSITES FORMA CILINDRICA NOM. 018",45,NULL,"",NULL,"","#FFFFFF",False,"2026-05-27 19:16:45.136709"
"VZIM004710","Hospital de la Comunidad de Tempoal","material","uid-1779909391677-aegvzk","","FRESAS DENTALES PARA UTILIZARSE  EN LA PIEZA DE MANO DE ALTA VELOCIDAD  DE CARBURO,  FORMA REDONDA NUM 1/2.",50,NULL,"",NULL,"","#FFFFFF",False,"2026-05-27 19:16:45.136709"
"VZIM004710","Hospital de la Comunidad de Tempoal","material","uid-1779909391677-zxrdbc","","FRESAS DENTALES PARA UTILIZARSE  EN LA PIEZA DE MANO DE ALTA VELOCIDAD , DE CARBURO, FORMA CILINDRICA,  NOM. 557",50,NULL,"",NULL,"","#FFFFFF",False,"2026-05-27 19:16:45.136709"
"VZIM004710","Hospital de la Comunidad de Tempoal","material","uid-1779909391677-dlxeeo","","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO  DE ALTA VELOCIDAD DE CARBURO FORMA CILINDRICA NOM. 557",45,NULL,"",NULL,"","#FFFFFF",False,"2026-05-27 19:16:45.136709"
"VZIM004710","Hospital de la Comunidad de Tempoal","material","uid-1779909391677-wxjwwb","","FRESAS DENTALES PARA UTILIZARSE  EN LA PIEZA DE MANO DE ALTA VELOCIDAD  DE CARBURO FORMA DE CONO INVERTIDO  NOM. 33 1/2",50,NULL,"",NULL,"","#FFFFFF",False,"2026-05-27 19:16:45.136709"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"","CEMENTO DE IONOMERO DE VIDRIO RESTAURATIVO II.COLOR NO. 21 POLVO 15 G.",1,NULL,"2026-06-30",63,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"070.707.0496","PELÍCULA RADIOGRÁFICA, DENTAL ADULTO, MEDIDAS: EN UN RANGO DE 3 A 3.5 CM POR 4 A 4.5 CM. CAJA CON 150 PELÍCULAS1",0,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"010.000.0267.00","LIDOCAÍNA, EPINEFRINA. SOLUCIÓN INYECTABLE AL 2%. CAJA CON 50 CARTUCHOS DENTALES CON 1.8 ML",5,NULL,"2027-10-05",537,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"070.817.0550","SOLUCIÓN PARA REVELADO PARA SISTEMA MANUAL DE REVELADOR CONCENTRADO. ENVASE 828 ML. (LA MARCA DE ESTE PRODUCTO DEBE SER LA MISMA DE LA CLAVE 070.426.0363)1",0,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"070.426.0363","SOLUCIÓN PARA FIJADO PARA SISTEMA MANUAL DE FIJADOR CONCENTRADO. ENVASE 828 ML. (LA MARCA DE ESTE PRODUCTO DEBE SER LA MISMA DE LA CLAVE 070.817.0550)1",0,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"070.707.0587","PELÍCULA RADIOGRÁFICA INFANTIL SENCILLA PERIAPICAL DE 2.2 * 3.5 CM. CAJA CON 100 PELÍCULAS1",0,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"","CEMENTOS PROTECTOR PULPAR PARA SELLAR CAVIDADES DENTALES  DE HIDROXIDO DE CALCIO",0,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"MAN-38lnne","CEMENTO DE IONOMERO DE VIDRIO I PARA CEMENTACIONES DEFINITIVAS",2,NULL,"2027-03-31",348,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"MAN-38xvp5","CEMENTOS DENTALES PARA USO QUIRURGICO DE OXIDO DE ZINC CON ENDURECEDOR8POLVO)",2,NULL,"2026-06-30",74,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"","HILO SEDA DENTAL SIN CERA",14,NULL,"2027-05-26",393,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"","CEMENYTOS DENTALES PARA USO QUIRURGICO  DE POXIDO DE ZINC CON ENDURECEDOR(POLVO)",2,NULL,"2027-06-30",428,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"","CUCHARILLAS PARA APLICACION TOPICA DE FLUOR  EN GEL DE VINIL  ATOXICO DESECHABLE",1,NULL,"2029-02-14",1023,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"","CUHARILLAS PARA APLICACION TOPICA DE FLUOR EN GEL DE VINIL ATOXICO DESECHABLE",20,NULL,"2030-02-20",1394,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"","CEPILLO DENTAL PARA ADULTO CON MANGO DE PLASTICO Y CERDAS RECTAS DE NYLO 6. 12",0,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"","CEPILLO DENTAL INFANTILCON MANGO DE PLASTICO Y CERDAS RECTAS DE NYLON",200,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"","ADHESIVO DENTAL PARA RESINAS  DIRECTAS AUTOPOLIMERIZABLES",0,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"","FLUORURUO DE SODIO PARA LA PREVENCION DE CARIES 2% EN GEL",3,NULL,"2026-08-31",125,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"","CEPILLO PARA PULIDO DE AMALGAMAS  Y PROFILAXIS CERDAS  EN FORMA DE BROCHA",95,NULL,"2027-10-31",551,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"","PASTA PARA PROFILAXIS DENTAL ABRASIVA",0,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"","COLORANTES REVELADORES DE PLACA DENTOBACTERIANA  TABLETAS SIN SABOR",0,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"","RESINA FOTOPOLIMERIZABLE PARA RESTAURACION DENTAL",1,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"","ROLLOS DE ALGODON AGLUTINADO",4,NULL,"2026-09-30",155,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"","CEMENTO DE IONOMERO DE VIDRIO TIPO II",4,NULL,"2027-02-28",306,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"","EYECTORES PARA SALIVA DE PLASTICO DESECHABLES",16,NULL,"2027-04-30",367,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"","CEMENTO DENTAL PARA RESTAURACION INTERMEDIA  DE OXIDO DE ZINC",2,NULL,"2028-01-31",643,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"","CEMENTO DENTAL DE IONOMERO DE VIDRIO",1,NULL,"2028-05-31",764,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","insumos",NULL,"","SELLADOR DE FOSETAS Y FISURAS",0,NULL,"",NULL,NULL,NULL,False,"2026-04-30 15:54:37.96956"
