"hospital_clave","hospital_nombre","categoria","clave","descripcion","stock","minimo","fecha","dias_restantes"
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","instrumental","537.720.0018","PORTA SERVILLETAS. MODELO MARTIN O ADAMS CON CADENA",1,NULL,"2026-02-20",-54
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","instrumental","060.830.7237","SONDA PARODONTAL. SONDA DE ACERO INOXIDABLE CON UNA PUNTA DE TRABAJO ROMA Y MILIMETRADA DE 1 A 10",0,NULL,"2026-02-20",-54
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","instrumental","537.173.2511","SONDA PERIODONTAL W O WHO.",1,NULL,"2026-02-20",-54
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","instrumental","535.859.2417","TIJERA MAYO, RECTA LONGITUD DE 170 MM",0,NULL,"2026-02-20",-54
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","instrumental","535.859.1898","TIJERA QUINBY, CURVA, HOJAS CORTAS, LONGITUD 12.5 CM",0,NULL,"2026-02-20",-54
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","instrumental","535.859.1286","TIJERAS IRIS, CURVA, LONGITUD 12 CM",1,NULL,"2026-02-20",-54
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","instrumental","537.860.0018","TIRAPUENTE. TIRAPUENTE MILLER CON TRES PUNTAS DIFERENTES",1,NULL,"2026-02-20",-54
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","instrumental","513.887.0059","TORUNDERA CON TAPA, DE ACERO INOXIDABLE DE 250 ML. DE CAPACIDAD",0,NULL,"2026-02-20",-54
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","bienesInformaticos","S/C","COMPUTADORA DE ESCRITORIO MEDIO RENDIMIENTO WINDOWS",1,1,"2026-02-20",-54
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","bienesInformaticos","S/C","UNIDAD DE ENERGÍA ININTERRUMPIDA TIPO 3. INTERACTIVO, CAPACIDAD DE 500 VA/300 WATSS.",0,0,"2026-02-20",-54
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","bienesInformaticos","S/C","EQUIPO MULTIFUNCIONAL LÁSER MONOCROMÁTICO",0,0,"2026-02-20",-54
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","mobiliario","511.814.0127","SILLA FIJA ACOJINADA APILABLE",1,NULL,"2026-02-20",-54
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","mobiliario","511.339.0206","ESCRITORIO CHICO CON PEDESTAL DERECHO",1,NULL,"2026-02-20",-54
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","mobiliario","S/C","CARRO CAJONERO CON RUEDAS",0,NULL,"2026-02-20",-54
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","mobiliario","511.232.0022","CESTO DE PAPELES",1,NULL,"2026-02-20",-54
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","mobiliario","515.957.0109","VITRINA DE 75 CM CONTRA MURO",0,NULL,"2026-02-20",-54
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","mobiliario","519.132.0059","BOTE DE CAMPANA",1,NULL,"2026-02-20",-54
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","mobiliario","511.836.0295","SILLÓN GIRATORIO DE RESPALDO BAJO",1,NULL,"2026-02-20",-54
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","mobiliario","S/C","VITRINA DOBLE ESMALTADA DOS PUERTAS SUPERIORES DE CRISTAL CON CERRADURA Y ENTREPAÑOS DE CRISTAL, DOS CAJONES CENTRALES, DOS PUERTAS DE LÁMINA DE HACER  O INFERIORES CON ENTREPAÑOS",1,NULL,"2026-02-20",-54
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","mobiliario","S/C","MESA ALTA CON RESPALDO Y FREGADERO DE 120 CM",1,NULL,"2026-02-20",-54
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","mobiliario","511.076.0203","ARCHIVERO DE 4 GAVETAS",0,NULL,"2026-02-20",-54
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","mobiliario","350.308.0040","DESPCHADOR DE TOALLA DE PAPEL INTERDOBLADA GRANDE",1,NULL,"2026-02-20",-54
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","mobiliario","S/C","ESPEJO DE PARED",1,NULL,"2026-02-20",-54
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","mobiliario","S/C","ESPEJO INDIVIDUAL PARA PACIENTES",1,NULL,"2026-02-20",-54
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","mobiliario","S/C","AIRE ACONDICIONADO",1,NULL,"2026-02-20",-54
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","equipo","531.385.1080","ESTERILIZADOR CON VAPOR AUTOGENERADO PARA DENTAL Y MAXILOFACIAL",1,0,"2026-02-20",-54
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","equipo","531.291.0028","UNIDAD ESTOMATOLÓGICA CON MÓDULO INTEGRADO",1,1,"2026-02-20",-54
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","equipo","515.957.0109","UNIDAD ULTRASÓNICA ESTOMATOLÓGICA",1,0,"2026-02-20",-54
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","equipo","531.562.0020","LÁMPARA DE FOTOCURADO DE RESINAS Y CEMENTOS FOTOPOLIMERIZABLES",1,1,"2026-02-20",-54
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","equipo","531.291.0424","UNIDAD ESTOMATOLÓGICA PORTÁTIL *",1,0,"2026-02-20",-54
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","equipo","531.032.0055","MEZCLADOR DE CÁPSULAS DENTALES, TIPO DOSIFICADOR-AMALGAMADOR (MEZCLA CÁPSULAS DE CEMENTO DE IONÓMERO DE VIDRIO Y OTROS CEMENTOS PREDOSIFICADOS EN CÁPSULAS) 4000 RPM",1,NULL,"2026-02-20",-54
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","equipo","531.601.0056","MANDIL EMPLOMADO",1,NULL,"2026-02-20",-54
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","equipo","531.695.0061","PORTA MANDIL",1,NULL,"2026-02-20",-54
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","equipo","531.786.0079","REVELADOR MANUAL DE PLACAS DENTALES",1,NULL,"2026-02-20",-54
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","equipo","531.341.2305","UNIDAD RADIOLÓGICA DENTAL INCLUYE SENSOR DIGITAL INTRAORAL (RADIOVISIÓGRAFO)",1,1,"2026-02-20",-54
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","equipo","S/C","TINA ULTRASÓNICA PARA ESTOMATOLOGÍA",1,0,"2026-02-20",-54
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","equipo","S/C","CÁMARA INTRAORAL DIGITAL.",1,NULL,"2026-02-20",-54
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","equipo","537.480.0042","PIEZA DE MANO DE ALTA VELOCIDAD",1,1,"2026-02-20",-54
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","equipo","437.480.0034","PIEZA DE MANO DE BAJA VELOCIDAD CON CONTRAÁNGULO",1,1,"2026-02-20",-54
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","material","060.016.0204","ACEITES . LUBRICANTE PARA PIEZA DE MANO DE BAJA VELOCIDAD. ENVASE CON APLICADOR CON 120 ML.",1,1,"2026-02-28",-46
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","material","060.082.0310","APLICADORES, APLICADOR PLASTICO DESECHABLE PARA MATERIALES, ENVASE CON 100 APLICADORES GRUESOS",0,NULL,"2026-03-31",-15
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","material","S/C","CEMENTO DENTAL. PROTECTOR PULPAR PARA BASE. HIDRÓXIDO DE CALCIO COMPUESTO FOTOPOLIMERIZABLE.",0,NULL,"2026-05-17",32
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","material","060.182.1150","CEMENTOS PROTECTOR PULPAR PARA SELLAR CAVIDADES DENTALES. DE HIDRÓXIDO DE CALCIO, COMPUESTO Y APLICADOR AUTOPOLIMERIZABLE, DOS PASTAS SEMILÍQUIDAS, BASE 13 DESECHABLE G Y CATALIZADOR 11 G CON BLOQUE DE PAPEL PARA MEZCLAR.",1,1,"2026-05-17",32
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","material","060.066.0401","ANTISÉPTICOS. EUGENOL.",1,1,"2026-10-20",188
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","material","060.182.0228","CEMENTOS. IONÓMERO DE VIDRIO. PARA TRATAMIENTO RESTAURATIVO ATRAUMÁTICO. POLVO: 10 G. SILICATO DE ALUMINIO 89 -95%. ÁCIDO POLIACRÍLICO 0.-10%. LÍQUIDO 6 G 4.8 ML AGUA DESTILADA.ÁCIDO POLIACRÍLICO 40 -50%.BARNIZ 5 G.CLORURO DE POLIVINIL 10 -20%.ACETATO ETÍLICO 75 -85%. ESTUCHE.",1,1,"2027-02-28",319
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","material","S/C","ÁCIDO FOSFÓRICO AL 34% O 37% PARA GRABADO DE ESMALTE O DENTINA.",3,1,"2027-03-31",350
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","material","060.182.1366","CEMENTOS DENTALES. PARA USO QUIRÚRGICO. DE OXIDO DE ZINC CON ENDURECEDOR (POLVO) 65 G Y EUGENOL (LIQUIDO) 30 ML. CON GOTERO DE PLÁSTICO.",1,1,"2027-06-30",441
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","material","060.016.0253","ACEITES. ACEITE LUBRICANTE PARA TURBINA DE PIEZA DE MANO DE ALTA VELOCIDAD. APLICADOR EN FORMA DE JERINGA. ENVASE CON 2 ML.",1,1,"2028-02-10",666
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","material","060.031.0072","ADHESIVO. ADHESIVO DENTAL PARA RESINAS DIRECTAS AUTOPOLIMERIZABLE O FOTOPOLIMERIZABLE. FRASCO DE 5 ML.",1,1,"2028-03-31",716
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","material","060.082.0294","APLICADORES, APLICADOR PLASTICO DESECHABLE PARA MATERIALES, ENVASE CON 100 APLICADORES FINO",2,NULL,"2028-03-31",716
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","material","060.189.0015","CEPILLOS. DENTAL, PARA ADULTO, CON MANGO DE PLÁSTICO Y CERDAS RECTAS DE NYLON 6.12, 100 % VIRGEN O POLIÉSTER P.B.T. 100 % VIRGEN, DE PUNTAS REDONDEADAS EN 4 HILERAS, CABEZA CORTA, CONSISTENCIA MEDIANA.",450,300,"2029-03-31",1081
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","material","060.189.0106","CEPILLOS. DENTAL INFANTIL, CON MANGO DE PLÁSTICO Y CERDAS RECTAS DE NYLON 6.12, 100 % VIRGEN O POLIÉSTER P.B.T. 100 % VIRGEN, DE PUNTAS REDONDEADAS EN 3 HILERAS, CABEZA CORTA, CONSISTENCIA MEDIANA.",270,300,"2029-05-31",1142
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","material","S/C","CAMPO DESECHABLE. CUENTA CON DOS CAPAS DE PROTECCIÓN: 1 CAPA DE PAPEL Y UNA DE POLIETILENO. MED. 45 CM X 35 CM, DIFERENTES COLORES",5,1,"2029-08-31",1234
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","material","060.040.8058","AGUJAS DENTAL .TIPO CARPULE. DESECHABLE. LONGITUD. 25-42 MM CALIBRE. 27 G TAMAÑO. LARGA.",9,1,"2029-10-31",1295
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","material","060.040.8041","AGUJAS DENTALES. TIPO CARPULE. DESECHABLE. LONGITUD. 20-25 MM CALIBRE: 30 G TAMAÑO: CORTA.",7,1,"2029-10-31",1295
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","material","060.189.0254","CEPILLO PARA PULIDO DE AMALGAMAS Y PROFILAXIS. DE CERDAS BLANCAS EN FORMA DE COPA. PARA CONTRA-ÁNGULO.",200,20,"2030-02-28",1415
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","material","060.189.0023","CEPILLOS. PARA PULIDO DE AMALGAMAS Y PROFILAXIS. DE CERDAS BLANCAS EN FORMA DE COPA. PARA PIEZA DE MANO. PIEZA",400,20,"2030-02-28",1415
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","material","060.189.0031","CEPILLOS. PARA PULIDO DE AMALGAMAS Y PROFILAXIS. DE CERDAS NEGRAS EN FORMA DE BROCHA. PARA CONTRA-ÁNGULO. PIEZA.",390,20,"2030-02-28",1415
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","material","060.182.1275","CEMENTOS. DENTALES. PARA RESTAURACIÓN INTERMEDIA. DE ÓXIDO DE ZINC (POLVO) 38 G Y EUGENOL (LÍQUIDO) 14 ML. CON GOTERO DE PLÁSTICO. JUEGO.",1,0,"2030-06-30",1537
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","material","060.797.0019","ALGODONES. PARA USO DENTAL. MEDIDA: 3.8 X 0.8 CM. ENVASE CON 500 ROLLOS.",0,1,"",NULL
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","material","S/C","ANTISÉPTICO BUCAL, SOLUCIÓN ELECTROLIZADA CON PH NEUTRO AL 0.0015% (15PPM) DE CL ACTIVO. CADA 100 ML. CONTIENE: IONES ACTIVOS: 7.5 - 9.5 MG. RANGO DE PH DE 6.4 A 7.5. ORP DE 650 A 900 MV",0,1,"",NULL
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","material","060.082.0286","APLICADORES, APLICADOR PLASTICO DESECHABLE PARA MATERIALES, ENVASE CON 100 APLICADORES EXTRAFINO",2,NULL,"",NULL
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","material","060.082.0104","APLICADORES DE MADERA CON ALGODON",0,NULL,"",NULL
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","material","S/C","APLICADORES MULTIPROPÓSITO (MICROBRUSH) CON PUNTAS DE FIBRA NO ABSORBENTE Y CUELLO FLEXIBLE. TAMAÑO: FINO, SUPERFINO O REGULAR.",0,NULL,"",NULL
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","material","060.203.0058","BANDA MATRIZ 5MM",0,NULL,"",NULL
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","material","060.111.0208","BARNICES. DE COPAL. PARA REVESTIMIENTO DE CAVIDADES.",0,0,"",NULL
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","material","060.066.1078","BARNIZ DE FLUORURO DE SODIO AL 5% EN UNA CONCENTRACIÓN DE 22600 PPM AUTOPOLIMERIZABLE, EN UN VEHÍCULO DE RESINA MODIFICADO.",2,1,"",NULL
"VZIM001794","Hospital de la Comunidad de Gutierrez Zamora","material","060.182.0178","CEMENTO DE IONOMERO, DE VIDRIO RESTAURATIVO II. COLOR NO 21. POLVO 15 G. SILICATO DE ALUMINIO 95% - 97%. ACIDO POLIACRILICO 3% - 5%. LIQUIDO: 10 G, 8 ML. ACIDO POLIACRILICO 75%. ACIDO TARTÁRICO 10% - 15%. BARNIZ COMPATIBLE LIQUIDO 10 G.",0,1,"",NULL
