hospital_clave,hospital_nombre,categoria,clave,descripcion,stock,minimo,fecha,dias_restantes
VZIM015545,Uneme de Platon Sanchez,material,060.031.0072,ADHESIVO. ADHESIVO DENTAL PARA RESINAS DIRECTAS AUTOPOLIMERIZABLE O FOTOPOLIMERIZABLE. FRASCO DE 5 ML.,6,1,31/03/2028,683
VZIM015545,Uneme de Platon Sanchez,material,060.889.0224,TIRAS. DE LIJA PARA PULIR RESTAURACIONES DE RESINA. EXTRA FINO MEDIANO Y GRUESO.,2,2,31/03/2028,683
VZIM015545,Uneme de Platon Sanchez,material,060.182.1275,CEMENTOS. DENTALES. PARA RESTAURACIÓN INTERMEDIA. DE ÓXIDO DE ZINC (POLVO) 38 G Y EUGENOL (LÍQUIDO) 14 ML. CON GOTERO DE PLÁSTICO. JUEGO.,9,0,31/05/2028,744
VZIM015545,Uneme de Platon Sanchez,material,060.066.1086,"FLUORURO DE SODIO EN BARNIZ AL 5%, CONCENTRACIÓN DE 22,600PPM, AUTOPOLIMERIZABLE EN VEHÍCULO DE RESINA MODIFICADO.",12,1,31/05/2028,744
VZIM015545,Uneme de Platon Sanchez,material,060.082.0294,"APLICADORES, APLICADOR PLASTICO DESECHABLE PARA MATERIALES, ENVASE CON 100 APLICADORES FINO",3,NULL,31/03/2029,1048
VZIM015545,Uneme de Platon Sanchez,material,060.182.1366,CEMENTOS DENTALES. PARA USO QUIRÚRGICO. DE OXIDO DE ZINC CON ENDURECEDOR (POLVO) 65 G Y EUGENOL (LIQUIDO) 30 ML. CON GOTERO DE PLÁSTICO.,4,1,31/03/2029,1048
VZIM015545,Uneme de Platon Sanchez,material,060.910.0011,EYECTORES. PARA SALIVA DE PLÁSTICO DESECHABLE. ENVASE CON 100 PIEZAS.,11,1,31/03/2029,1048
VZIM015545,Uneme de Platon Sanchez,material,060.889.0208,TIRAS. DE LIJA PARA PULIR RESTAURACIONES DE RESINA. GRUESO Y MEDIANO.,1,2,30/04/2029,1078
VZIM015545,Uneme de Platon Sanchez,material,060.811.0060,HILOS. SEDA DENTAL SIN CERA. ENVASE CON ROLLO DE 50 M.,21,5,28/05/2029,1106
VZIM015545,Uneme de Platon Sanchez,material,060.182.1176,CEMENTOS. DENTALES. DE OXIFOSFATO DE ZINC. POLVO Y LÍQUIDO. CAJA CON 32 G DE POLVO Y 15 ML DE SOLVENTE. ESTUCHE.,1,0,31/05/2029,1109
VZIM015545,Uneme de Platon Sanchez,material,060.189.0254,CEPILLO PARA PULIDO DE AMALGAMAS Y PROFILAXIS. DE CERDAS BLANCAS EN FORMA DE COPA. PARA CONTRA-ÁNGULO.,683,20,29/07/2029,1168
VZIM015545,Uneme de Platon Sanchez,material,060.189.0106,"CEPILLOS. DENTAL INFANTIL, CON MANGO DE PLÁSTICO Y CERDAS RECTAS DE NYLON 6.12, 100 % VIRGEN O POLIÉSTER P.B.T. 100 % VIRGEN, DE PUNTAS REDONDEADAS EN 3 HILERAS, CABEZA CORTA, CONSISTENCIA MEDIANA.",921,300,30/09/2029,1231
VZIM015545,Uneme de Platon Sanchez,material,060.203.0058,BANDA MATRIZ 5MM,2,NULL,01/01/2030,1324
VZIM015545,Uneme de Platon Sanchez,material,060.082.0104,APLICADORES DE MADERA CON ALGODON,2,NULL,01/06/2030,1475
VZIM015545,Uneme de Platon Sanchez,material,060.040.8058,AGUJAS DENTAL. TIPO CARPULE. DESECHABLE. LONGITUD. 25-42 MM CALIBRE. 27 G TAMAÑO. LARGA.,3,1,30/07/2030,1534
VZIM015545,Uneme de Platon Sanchez,material,060.016.0204,ACEITES. LUBRICANTE PARA PIEZA DE MANO DE BAJA VELOCIDAD. ENVASE CON APLICADOR CON 120 ML.,0,1,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.016.0253,ACEITES. ACEITE LUBRICANTE PARA TURBINA DE PIEZA DE MANO DE ALTA VELOCIDAD. APLICADOR EN FORMA DE JERINGA. ENVASE CON 2 ML.,0,1,,NULL
VZIM015545,Uneme de Platon Sanchez,material,S/C,ÁCIDO FOSFÓRICO AL 34% O 37% PARA GRABADO DE ESMALTE O DENTINA.,0,1,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.797.0019,ALGODONES. PARA USO DENTAL. MEDIDA: 3.8 X 0.8 CM. ENVASE CON 500 ROLLOS.,0,1,,NULL
VZIM015545,Uneme de Platon Sanchez,material,S/C,"ANTISÉPTICO BUCAL, SOLUCIÓN ELECTROLIZADA CON PH NEUTRO AL 0.0015% (15PPM) DE CL ACTIVO. CADA 100 ML. CONTIENE: IONES ACTIVOS: 7.5 - 9.5 MG. RANGO DE PH DE 6.4 A 7.5. ORP DE 650 A 900 MV",0,1,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.066.0401,ANTISÉPTICOS. EUGENOL.,0,1,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.082.0310,"APLICADORES, APLICADOR PLASTICO DESECHABLE PARA MATERIALES, ENVASE CON 100 APLICADORES GRUESOS",0,NULL,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.082.0286,"APLICADORES, APLICADOR PLASTICO DESECHABLE PARA MATERIALES, ENVASE CON 100 APLICADORES EXTRAFINO",0,NULL,,NULL
VZIM015545,Uneme de Platon Sanchez,material,S/C,"APLICADORES MULTIPROPÓSITO (MICROBRUSH) CON PUNTAS DE FIBRA NO ABSORBENTE Y CUELLO FLEXIBLE. TAMAÑO: FINO, SUPERFINO O REGULAR.",0,NULL,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.111.0208,BARNICES. DE COPAL. PARA REVESTIMIENTO DE CAVIDADES.,0,0,,NULL
VZIM015545,Uneme de Platon Sanchez,material,S/C,"CAMPO DESECHABLE. CUENTA CON DOS CAPAS DE PROTECCIÓN: 1 CAPA DE PAPEL Y UNA DE POLIETILENO. MED. 45 CM X 35 CM, DIFERENTES COLORES",0,1,,NULL
VZIM015545,Uneme de Platon Sanchez,material,S/C,CEMENTO DENTAL. PROTECTOR PULPAR PARA BASE. HIDRÓXIDO DE CALCIO COMPUESTO FOTOPOLIMERIZABLE.,0,NULL,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.182.0236,CEMENTOS. DENTAL PARA USO QUIRÚRGICO. POLVO ÓXIDO DE ZINC. POLVO ROSA. TALCO. LÍQUIDO: EUGENOL. ALCOHOL ISOPROPÍLICO AL 10%. RESINA DE PINO. ACEITE DE PINO. ACEITE DE CLAVO. ACEITE DE CACAHUATE. ESTUCHE.,0,0,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.182.0194,CEMENTOS. IONÓMERO DE VIDRIO CON ALEACIÓN DE LIMADURA DE PLATA. POLVO 15 G. SILICATO DE ALUMINIO 100%. LÍQUIDO 10 G 8 ML. ÁCIDO POLIACRÍLICO 45%. POLVO DE LIMADURA DE PLATA 17 G. PLATA 56% ESTAÑO 29% COBRE 15%.,0,1,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.182.1424,CEMENTOS. IONÓMERO DE VIDRIO I. PARA CEMENTACIONES DEFINITIVAS. POLVO 35 G. VIDRIO DE SILICATO DE ALUMINIO TRATADO con SILANO 98%. POLÍMERO DE CELULOSA < 1.5%. DIÓXIDO DE TITANIO < 1%. CATALIZADOR PARA POLIMERIZACIÓN <1%. LÍQUIDO 22.5 ML. COPO LIMERO DE ÁCIDO ACRÍLICO Y ÁCIDO ITACÓNICO 35%. AGUA 35%. 2-HIDROXIETIL-METACRILATO 30%. ÁCIDO DI CARBOXÍLICO 1%.,0,0,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.182.1440,CEMENTOS. IONÓMERO DE VIDRIO RESTAURATIVO TIPO II. PARA TRATAMIENTO RESTAURATIVO ATRAUMÁTICO (TRA). PARA RESTAURACIONES INTERMEDIAS. PARA BASES. PARA ODONTOLOGÍA MÍNIMAMENTE INVASIVA (OMI). TONO A3. POLVO GRANULADO RADIOPACO: 12.5 G. VIDRIO DE FLUOROSILICATO DE CALCIO LANTANO. ALUMINIO RECUBIERTO 90%. ÁCIDO POLIACRÍLICO. 10% ÁCIDO BENZÓICO <0.1% PIGMENTOS <0.1% LÍQUIDO DE 8.5 ML (10GR). AGUA 55%-65% COPOLÍMERO DE ÁCIDO ACRÍLICO Y ÁCIDO MALÉICO. 25-35% ÁCIDO TARTÁRICO. 9.1% ÁCIDO BENZÓICO. 0.1% LOSETA DE PAPEL ENCERADO CUCHARILLA DISPENSADORA GUÍA DE APLICACIÓN E INSTRUCTIVO. ESTUCHE.,0,1,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.189.0015,"CEPILLOS. DENTAL, PARA ADULTO, CON MANGO DE PLÁSTICO Y CERDAS RECTAS DE NYLON 6.12, 100 % VIRGEN O POLIÉSTER P.B.T. 100 % VIRGEN, DE PUNTAS REDONDEADAS EN 4 HILERAS, CABEZA CORTA, CONSISTENCIA MEDIANA.",0,300,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.219.0068,COLORANTES. REVELADORES DE PLACAS DENTOBACTERIANAS. TABLETAS SIN SABOR. ENVASE CON 100 PIEZAS.,0,3,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.235.0019,COPAS. PARA PIEZA DE MANO. DE HULE SUAVE BLANCO EN FORMA DE CONO.,0,5,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.272.0039,CUCHARILLAS. PARA APLICACIÓN TÓPICA DE FLÚOR EN GEL DE VINIL ATÓXICO DESECHABLES. ESTUCHE QUE CONSTA DE: 1 PAR PARA ADOLESCENTES.,0,100,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.272.0047,CUCHARILLAS. PARA APLICACIÓN TÓPICA DE FLÚOR EN GEL DE VINIL ATÓXICO DESECHABLES. ESTUCHE QUE CONSTA DE: 1 PAR PARA ADULTOS.,0,100,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.272.0013,CUCHARILLAS. PARA APLICACIÓN TÓPICA DE FLÚOR EN GEL DE VINIL ATÓXICO DESECHABLES. ESTUCHE QUE CONSTA DE: 1 PAR PARA NIÑOS DE 2 A 3 AÑOS.,0,100,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.272.0021,CUCHARILLAS. PARA APLICACIÓN TÓPICA DE FLÚOR EN GEL DE VINIL ATÓXICO DESECHABLES. ESTUCHE QUE CONSTA DE: 1 PAR PARA NIÑOS DE 4 A 7 AÑOS.,0,100,,NULL
VZIM015545,Uneme de Platon Sanchez,material,S/C,DIQUE DE HULE. 6*6 GROSOR MEDIO .18 A .23.,0,NULL,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.066.0112,FLUORURO DE SODIO. SOLUCIÓN INGERIBLE. CADA 100 ML CONTIENEN: FLUORURO DE SODIO EQUIVALENTE A: 248.8 MG DE ION FLÚOR.,0,1,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.431.0037,"FRESA DE CARBURO, PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD, FORMA DE PERA, NO. 331.",0,3,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.431.0672,FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE CARBURO FORMA DE CONO INVERTIDO. NO. 33 1/2.,0,3,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.431.0656,"FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE CARBURO, FORMA CILÍNDRICA NO. 556.",0,3,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.431.0664,"FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE CARBURO, FORMA CILÍNDRICA NO. 557.",0,3,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.431.0433,"FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE CARBURO, FORMA DE CONO INVERTIDO. NO. 37 L.",0,3,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.431.0631,"FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE CARBURO, FORMA REDONDA NO. ½.",0,3,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.431.0649,"FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE CARBURO, FORMA REDONDA NO. 1.",0,3,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.431.0409,"FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE CARBURO, FORMA REDONDA NO. 3.",0,3,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.431.0417,"FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE CARBURO, FORMA REDONDA NO. 5.",0,NULL,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.431.0466,"FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE CARBURO, FORMA TRONCO CÓNICO NO. 701.",0,0,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.431.0318,"FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE CARBURO, NO. 559.",0,3,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.431.0334,"FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE CARBURO, NO. 701 L.",0,3,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.431.0342,"FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE CARBURO, NO. 702 L.",0,3,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.431.0011,"FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE CARBURO, FORMA DE PERA, NO. 330.",0,0,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.431.0581,"FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE DIAMANTE, GRANO GRUESO, FORMA CILÍNDRICA. NO. 009.",0,0,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.431.0599,"FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE DIAMANTE, GRANO GRUESO, FORMA CILÍNDRICA. NO. 012.",0,0,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.431.0540,"FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE DIAMANTE, GRANO GRUESO, FORMA DE CONO INVERTIDO, NO. 010.",0,3,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.431.0557,"FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE DIAMANTE, GRANO GRUESO, FORMA DE CONO INVERTIDO, NO. 012.",0,3,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.431.0565,"FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE DIAMANTE, GRANO GRUESO, FORMA DE RUEDA. NO. 035.",0,0,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.431.0623,"FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE DIAMANTE, PARA TERMINACIÓN DE COMPOSITES FORMA CILÍNDRICA NO. 018",0,0,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.811.0078,HILOS. HILO DENTAL DE MONOFILAMENTO.,0,5,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.431.0573,"FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE DIAMANTE, GRANO GRUESO, FORMA DE RUEDA. NO. 042.",0,0,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.431.0524,"FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE DIAMANTE, GRANO GRUESO, FORMA REDONDA, NO. 010",0,0,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.431.0532,"FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE DIAMANTE, GRANO GRUESO, FORMA REDONDA, NO. 014.",0,0,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.431.0615,"FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE DIAMANTE, PARA TERMINACIÓN DE COMPOSITES FORMA CILÍNDRICA NO. 012",0,0,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.203.0439,HILOS. RETRACTOR DE ENCÍAS. DE ALGODÓN SECO Y SUAVE IMPREGNADO CON SAL DE ALUMINIO. CALIBRE: MEDIANO.,0,0,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.593.0106,LOSETA. PARA BATIR CEMENTO. DE VIDRIO. TAMAÑO: 8 X 12 X 0.5 CM. PIEZA.,0,1,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.749.0703,PASTAS. PARA PROFILAXIS DENTAL. ABRASIVA. CON ABRASIVOS BLANDOS. ENVASE CON 200 G.,0,2,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.791.0122,RESINA. FOTOPOLIMERIZABLE PARA RESTAURACIÓN DE DIENTES ANTERIORES Y POSTERIORES. JERINGA 3G. LAS INSTITUCIONES PODRÁN ELEGIR LAS VARIANTES DE COLOR Y COMPOSICIÓN.,0,2,,NULL
VZIM015545,Uneme de Platon Sanchez,material,S/C,MATERIAL ALCASITE DE OBTURACIÓN DEFINITIVO PARA LOS DIENTES POSTERIORES CONTIENE 15 GR DE POLVO Y 4 GR LIQUIDO,0,NULL,,NULL
VZIM015545,Uneme de Platon Sanchez,material,S/C,PELÍCULA DE PLÁSTICO AUTOADHERIBLE DE 30 CM DE 280 A 600 MTS DE LARGO.,0,NULL,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.749.0836,PULIDOR. SISTEMA DE PULIDO PARA USO DENTAL. KIT. LAS INSTITUCIONES PODRÁN ELEGIR LAS VARIANTES DEL SISTEMA.,0,1,,NULL
VZIM015545,Uneme de Platon Sanchez,material,S/C,"PUNTAS DE ACABADO Y PULIDO PARA APLICACIONES OCLUSALES E INTERPROXIMALES. TRES GRADOS DE ABRASIÓN Y CUATRO FORMAS DIFERENTES: LLAMA PEQUEÑA, LLAMA GRANDE, COPA Y DISCO. (PIEDRAS PARA PULIR COMPOSITES)",0,NULL,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.597.0037,RESINAS. AUTOPOLIMERIZABLES. PARA RESTAURACIÓN DE DIENTES ANTERIORES. EPÓXICAS A BASE DE CUARZO Y AGLUTINANTES. ESTUCHE CON BASE Y CATALIZADOR.,0,0,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.815.0058,SELLADORES. DE FISURAS Y FOSETAS. ENVASE CON 3 ML DE BOND BASE. ENVASE CON 3 ML DE SELLADOR DE FISURAS. 2 ENVASES CON 3 ML CADA UNO CON BOND CATALIZADOR. JERINGA CON 2 ML DE GEL GRABADOR. 2 PORTAPINCELES. 10 CÁNULAS. 1 BLOCK DE MEZCLA. 5 POZOS DE MEZCLA. 30 PINCELES. 1 INSTRUCTIVO. ESTUCHE.,0,0,,NULL
VZIM015545,Uneme de Platon Sanchez,material,S/C,"SELLADORES. DE FISURAS Y FOSETAS. KIT CON DOS JERINGAS DE 1.2 ML. INCLUYE UNA JERINGA DE 3ML DE GEL GRABADOR, 20 PUNTAS PARA JERINGA DE SELLADOR Y 10 PUNTAS PARA JERINGA DE GEL GRABADOR.",0,NULL,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.833.0197,SOLUCIONES. DE ACETATO DE CLORHEXIDINA AL 10% SUMATRA BENZOICO 20 MG Y ALCOHOL ETÍLICO CBP 1 ML; BARNIZ DE CLORURO DE METILENO POLIURETANO Y ACETATO DE ETILO 1 ML PARA LA PREVENCIÓN DE CARIES DENTAL.,0,1,,NULL
VZIM015545,Uneme de Platon Sanchez,material,060.889.0232,TIRAS. DE LIJA PARA PULIR RESTAURACIONES DE RESINA. EXTRA FINO MEDIANO Y GRUESO.,0,2,,NULL
VZIM015545,Uneme de Platon Sanchez,material,S/C,VASOS DESECHABLES BIODEGRADABLES DE 4 ONZAS. 100 PIEZAS,0,NULL,,NULL
