"hospital_clave","hospital_nombre","categoria","uid","clave","descripcion","stock","minimo","fecha","dias_restantes","observaciones","color","manual","saved_at"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","mobiliario","uid-1778103084516-5h0o5t","S/C","CARRO CAJONERO CON RUEDAS",1,NULL,"",NULL,"","#FFFFFF",False,"2026-05-06 21:31:30.8689"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","mobiliario","uid-1778103084516-888gvj","511.814.0127","SILLA FIJA ACOJINADA APILABLE",1,NULL,"",NULL,"","#FFFFFF",False,"2026-05-06 21:31:30.8689"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","mobiliario","uid-1778103084516-fb3pw8","515.957.0109","VITRINA DE 75 CM CONTRA MURO",0,NULL,"",NULL,"no se cuenta con la vitrina","#FFFFFF",False,"2026-05-06 21:31:30.8689"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","mobiliario","uid-1778103084516-kuf8a4","511.076.0203","ARCHIVERO DE 4 GAVETAS",1,NULL,"",NULL,"","#FFFFFF",False,"2026-05-06 21:31:30.8689"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","mobiliario","uid-1778103084516-m4ov4k","S/C","VITRINA DOBLE ESMALTADA DOS PUERTAS SUPERIORES DE CRISTAL CON CERRADURA Y ENTREPAÑOS DE CRISTAL, DOS CAJONES CENTRALES, DOS PUERTAS DE LÁMINA DE HACER O INFERIORES CON ENTREPAÑOS",0,NULL,"",NULL,"no se cuenta con la vitrina","#FFFFFF",False,"2026-05-06 21:31:30.8689"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","mobiliario","uid-1778103084516-tgt1f7","511.836.0295","SILLÓN GIRATORIO DE RESPALDO BAJO",1,NULL,"",NULL,"","#FFFFFF",False,"2026-05-06 21:31:30.8689"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","mobiliario","uid-1778103084516-up8jzz","S/C","MESA ALTA CON RESPALDO Y FREGADERO DE 120 CM",1,NULL,"",NULL,"","#FFFFFF",False,"2026-05-06 21:31:30.8689"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","mobiliario","uid-1778103084516-uv40oi","511.339.0206","ESCRITORIO CHICO CON PEDESTAL DERECHO",1,NULL,"",NULL,"","#FFFFFF",False,"2026-05-06 21:31:30.8689"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","mobiliario","uid-1778103084516-wqh6ho","519.132.0059","BOTE DE CAMPANA",0,NULL,"",NULL,"no se cuenta con el bote de campana","#FFFFFF",False,"2026-05-06 21:31:30.8689"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","mobiliario","uid-1778103084517-0tijp3","S/C","ESPEJO DE PARED",1,NULL,"",NULL,"","#FFFFFF",False,"2026-05-06 21:31:30.8689"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","mobiliario","uid-1778103084517-2mhu7m","350.308.0040","DESPCHADOR DE TOALLA DE PAPEL INTERDOBLADA GRANDE",1,NULL,"",NULL,"","#FFFFFF",False,"2026-05-06 21:31:30.8689"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","mobiliario","uid-1778103084517-ixvuao","S/C","LAVABO CONTRA MURO",1,NULL,"",NULL,"","#FFFFFF",False,"2026-05-06 21:31:30.8689"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","mobiliario","uid-1778103084517-nt1lrr","S/C","ESPEJO INDIVIDUAL PARA PACIENTES",0,NULL,"",NULL,"no se cuenta con el espejo","#FFFFFF",False,"2026-05-06 21:31:30.8689"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","mobiliario","uid-1778103084517-suqhiy","S/C","AIRE ACONDICIONADO",0,NULL,"",NULL,"obsoleto","#FFFFFF",False,"2026-05-06 21:31:30.8689"
