"hospital_clave","hospital_nombre","categoria","uid","clave","descripcion","stock","minimo","fecha","dias_restantes","observaciones","color","manual","saved_at"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"S/C","ÁCIDO FOSFÓRICO AL 34% O 37% PARA GRABADO DE ESMALTE O DENTINA.",2,1,"2027-03-31",337,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.066.1078","BARNIZ DE FLUORURO DE SODIO AL 5% EN UNA CONCENTRACIÓN DE 22600 PPM AUTOPOLIMERIZABLE, EN UN VEHÍCULO DE RESINA MODIFICADO.",1,1,"2027-04-22",359,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.066.1078","BARNIZ DE FLUORURO DE SODIO AL 5% EN UNA CONCENTRACIÓN DE 22600 PPM AUTOPOLIMERIZABLE, EN UN VEHÍCULO DE RESINA MODIFICADO.",1,1,"2027-05-22",389,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"S/C","ÁCIDO FOSFÓRICO AL 34% O 37% PARA GRABADO DE ESMALTE O DENTINA.",14,1,"2027-05-31",398,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.182.0178","CEMENTO DE IONOMERO, DE VIDRIO RESTAURATIVO II. COLOR NO 21. POLVO 15 G. SILICATO DE ALUMINIO 95% - 97%. ACIDO POLIACRILICO 3% - 5%. LIQUIDO: 10 G, 8 ML. ACIDO POLIACRILICO 75%. ACIDO TARTÁRICO 10% - 15%. BARNIZ COMPATIBLE LIQUIDO 10 G.",1,1,"2027-06-30",428,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.082.0310","APLICADORES, APLICADOR PLASTICO DESECHABLE PARA MATERIALES, ENVASE CON 100 APLICADORES GRUESOS",4,NULL,"2027-08-21",480,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.182.0160","CEMENTO: IONÓMERO DE VIDRIO I. PARA CEMENTACIONES DEFINITIVAS. POLVO 35 G. SILICATO DE ALUMINIO 95% -97%. ÁCIDO POLIACRÍLICO 3% - 5%. LÍQUIDO 25 G, 20 ML. ÁCIDO POLIACRÍLICO 75%. ÁCIDO POLIBÁSICO 10-15%. JUEGO.",1,1,"2027-11-03",554,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.082.0104","APLICADORES DE MADERA CON ALGODON",3,NULL,"2027-12-31",612,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.066.1078","BARNIZ DE FLUORURO DE SODIO AL 5% EN UNA CONCENTRACIÓN DE 22600 PPM AUTOPOLIMERIZABLE, EN UN VEHÍCULO DE RESINA MODIFICADO.",1,1,"2028-01-08",620,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"S/C","APLICADORES MULTIPROPÓSITO (MICROBRUSH) CON PUNTAS DE FIBRA NO ABSORBENTE Y CUELLO FLEXIBLE. TAMAÑO: FINO, SUPERFINO O REGULAR.",2,NULL,"2028-02-28",671,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.031.0072","ADHESIVO. ADHESIVO DENTAL PARA RESINAS DIRECTAS AUTOPOLIMERIZABLE O FOTOPOLIMERIZABLE. FRASCO DE 5 ML.",6,1,"2028-03-31",703,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.182.0160","CEMENTO: IONÓMERO DE VIDRIO I. PARA CEMENTACIONES DEFINITIVAS. POLVO 35 G. SILICATO DE ALUMINIO 95% -97%. ÁCIDO POLIACRÍLICO 3% - 5%. LÍQUIDO 25 G, 20 ML. ÁCIDO POLIACRÍLICO 75%. ÁCIDO POLIBÁSICO 10-15%. JUEGO.",1,1,"2028-06-30",794,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.082.0294","APLICADORES, APLICADOR PLASTICO DESECHABLE PARA MATERIALES, ENVASE CON 100 APLICADORES FINO",3,NULL,"2028-08-14",839,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"S/C","APLICADORES MULTIPROPÓSITO (MICROBRUSH) CON PUNTAS DE FIBRA NO ABSORBENTE Y CUELLO FLEXIBLE. TAMAÑO: FINO, SUPERFINO O REGULAR.",2,NULL,"2029-01-31",1009,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.082.0294","APLICADORES, APLICADOR PLASTICO DESECHABLE PARA MATERIALES, ENVASE CON 100 APLICADORES FINO",4,NULL,"2029-03-31",1068,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"S/C","APLICADORES MULTIPROPÓSITO (MICROBRUSH) CON PUNTAS DE FIBRA NO ABSORBENTE Y CUELLO FLEXIBLE. TAMAÑO: FINO, SUPERFINO O REGULAR.",2,NULL,"2029-07-29",1188,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.040.8041","AGUJAS DENTALES. TIPO CARPULE. DESECHABLE. LONGITUD. 20-25 MM CALIBRE: 30 G TAMAÑO: CORTA.",1,1,"2029-07-31",1190,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.082.0104","APLICADORES DE MADERA CON ALGODON",2,NULL,"2029-10-10",1261,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.040.8058","AGUJAS DENTAL. TIPO CARPULE. DESECHABLE. LONGITUD. 25-42 MM CALIBRE. 27 G TAMAÑO. LARGA.",2,1,"2029-10-31",1282,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.031.0072","ADHESIVO. ADHESIVO DENTAL PARA RESINAS DIRECTAS AUTOPOLIMERIZABLE O FOTOPOLIMERIZABLE. FRASCO DE 5 ML.",2,1,"2030-01-31",1374,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.082.0104","APLICADORES DE MADERA CON ALGODON",100,NULL,"2030-01-31",1374,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.082.0104","APLICADORES DE MADERA CON ALGODON",1,NULL,"2030-02-06",1380,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.082.0286","APLICADORES, APLICADOR PLASTICO DESECHABLE PARA MATERIALES, ENVASE CON 100 APLICADORES EXTRAFINO",4,NULL,"2030-02-20",1394,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.040.8058","AGUJAS DENTAL. TIPO CARPULE. DESECHABLE. LONGITUD. 25-42 MM CALIBRE. 27 G TAMAÑO. LARGA.",3,1,"2030-06-30",1524,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.040.8041","AGUJAS DENTALES. TIPO CARPULE. DESECHABLE. LONGITUD. 20-25 MM CALIBRE: 30 G TAMAÑO: CORTA.",1,1,"2030-07-31",1555,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.040.8041","AGUJAS DENTALES. TIPO CARPULE. DESECHABLE. LONGITUD. 20-25 MM CALIBRE: 30 G TAMAÑO: CORTA.",2,1,"2030-08-31",1586,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.182.1150","CEMENTOS PROTECTOR PULPAR PARA SELLAR CAVIDADES DENTALES. DE HIDRÓXIDO DE CALCIO, COMPUESTO Y APLICADOR AUTOPOLIMERIZABLE, DOS PASTAS SEMILÍQUIDAS, BASE 13 G Y CATALIZADOR 11 G CON BLOQUE DE PAPEL PARA MEZCLAR.",1,1,"2026-05-27",29,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.182.1150","CEMENTOS PROTECTOR PULPAR PARA SELLAR CAVIDADES DENTALES. DE HIDRÓXIDO DE CALCIO, COMPUESTO Y APLICADOR AUTOPOLIMERIZABLE, DOS PASTAS SEMILÍQUIDAS, BASE 13 G Y CATALIZADOR 11 G CON BLOQUE DE PAPEL PARA MEZCLAR.",1,1,"2026-11-21",207,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.182.1150","CEMENTOS PROTECTOR PULPAR PARA SELLAR CAVIDADES DENTALES. DE HIDRÓXIDO DE CALCIO, COMPUESTO Y APLICADOR AUTOPOLIMERIZABLE, DOS PASTAS SEMILÍQUIDAS, BASE 13 G Y CATALIZADOR 11 G CON BLOQUE DE PAPEL PARA MEZCLAR.",1,1,"2027-04-14",351,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.182.1150","CEMENTOS PROTECTOR PULPAR PARA SELLAR CAVIDADES DENTALES. DE HIDRÓXIDO DE CALCIO, COMPUESTO Y APLICADOR AUTOPOLIMERIZABLE, DOS PASTAS SEMILÍQUIDAS, BASE 13 G Y CATALIZADOR 11 G CON BLOQUE DE PAPEL PARA MEZCLAR.",2,1,"2027-10-02",522,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.182.1424","CEMENTOS. IONÓMERO DE VIDRIO I. PARA CEMENTACIONES DEFINITIVAS. POLVO 35 G. VIDRIO DE SILICATO DE ALUMINIO TRATADO con SILANO 98%. POLÍMERO DE CELULOSA < 1.5%. DIÓXIDO DE TITANIO < 1%. CATALIZADOR PARA POLIMERIZACIÓN <1%. LÍQUIDO 22.5 ML. COPO LIMERO DE ÁCIDO ACRÍLICO Y ÁCIDO ITACÓNICO 35%. AGUA 35%. 2-HIDROXIETIL-METACRILATO 30%. ÁCIDO DI CARBOXÍLICO 1%.",1,0,"2027-11-06",557,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.182.1150","CEMENTOS PROTECTOR PULPAR PARA SELLAR CAVIDADES DENTALES. DE HIDRÓXIDO DE CALCIO, COMPUESTO Y APLICADOR AUTOPOLIMERIZABLE, DOS PASTAS SEMILÍQUIDAS, BASE 13 G Y CATALIZADOR 11 G CON BLOQUE DE PAPEL PARA MEZCLAR.",1,1,"2030-01-30",1373,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.189.0254","CEPILLO PARA PULIDO DE AMALGAMAS Y PROFILAXIS. DE CERDAS BLANCAS EN FORMA DE COPA. PARA CONTRA-ÁNGULO.",50,20,"2030-02-28",1402,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.189.0254","CEPILLO PARA PULIDO DE AMALGAMAS Y PROFILAXIS. DE CERDAS BLANCAS EN FORMA DE COPA. PARA CONTRA-ÁNGULO.",20,20,"2030-03-16",1418,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.189.0254","CEPILLO PARA PULIDO DE AMALGAMAS Y PROFILAXIS. DE CERDAS BLANCAS EN FORMA DE COPA. PARA CONTRA-ÁNGULO.",40,20,"2030-10-01",1617,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.219.0068","COLORANTES. REVELADORES DE PLACAS DENTOBACTERIANAS. TABLETAS SIN SABOR. ENVASE CON 100 PIEZAS.",2,3,"2026-11-10",196,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.189.0031","CEPILLOS. PARA PULIDO DE AMALGAMAS Y PROFILAXIS. DE CERDAS NEGRAS EN FORMA DE BROCHA. PARA CONTRA-ÁNGULO. PIEZA.",53,20,"2027-12-31",612,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.219.0068","COLORANTES. REVELADORES DE PLACAS DENTOBACTERIANAS. TABLETAS SIN SABOR. ENVASE CON 100 PIEZAS.",2,3,"2028-10-01",887,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.189.0015","CEPILLOS. DENTAL, PARA ADULTO, CON MANGO DE PLÁSTICO Y CERDAS RECTAS DE NYLON 6.12, 100 % VIRGEN O POLIÉSTER P.B.T. 100 % VIRGEN, DE PUNTAS REDONDEADAS EN 4 HILERAS, CABEZA CORTA, CONSISTENCIA MEDIANA.",136,300,"2029-03-31",1068,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.189.0015","CEPILLOS. DENTAL, PARA ADULTO, CON MANGO DE PLÁSTICO Y CERDAS RECTAS DE NYLON 6.12, 100 % VIRGEN O POLIÉSTER P.B.T. 100 % VIRGEN, DE PUNTAS REDONDEADAS EN 4 HILERAS, CABEZA CORTA, CONSISTENCIA MEDIANA.",175,300,"2029-11-30",1312,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.189.0205","CEPILLOS. PARA PULIDO DE AMALGAMAS Y PROFILAXIS. DE CERDAS NEGRAS EN FORMA DE BROCHA. PARA PIEZA DE MANO. PIEZA.",85,20,"2029-11-30",1312,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.189.0031","CEPILLOS. PARA PULIDO DE AMALGAMAS Y PROFILAXIS. DE CERDAS NEGRAS EN FORMA DE BROCHA. PARA CONTRA-ÁNGULO. PIEZA.",47,20,"2030-02-28",1402,NULL,NULL,False,"2026-04-30 15:54:37.96956"
"VZIM000416","Hospital de la Comunidad Naranjos","material",NULL,"060.189.0106","CEPILLOS. DENTAL INFANTIL, CON MANGO DE PLÁSTICO Y CERDAS RECTAS DE NYLON 6.12, 100 % VIRGEN O POLIÉSTER P.B.T. 100 % VIRGEN, DE PUNTAS REDONDEADAS EN 3 HILERAS, CABEZA CORTA, CONSISTENCIA MEDIANA.",50,300,"2030-03-31",1433,NULL,NULL,False,"2026-04-30 15:54:37.96956"
